# Decoration table for the "glemr11" remix

# Deco type|Deco name|Max height|Min height|Biomes|Place on|Spawn by|Num spawn by|Fill ratio|Height max|Flags|Side length

schematic|unilib_glem_tree_willow_large_2|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.015|||
schematic|unilib_glem_tree_willow_large_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.015|||
schematic|unilib_glem_tree_fir_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_4|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_5|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_2|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_14|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_15|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_16|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_15|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_16|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_17|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:mushroom_brown|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:mushroom_red|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_brown|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_red|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:mushroom_brown|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:mushroom_red|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_brown|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_red|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:grass_wild_1|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_2|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_4|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_5|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_litter_coniferous|||0.01|||
simple|unilib:grass_wild_1|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_2|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_4|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_5|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_1|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_2|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_4|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_5|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:mushroom_brown|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:mushroom_red|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:fern_broad_leaf|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_brown|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_red|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|||0.01|||
simple|unilib:grass_wild_1|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_2|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_3|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_4|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|||0.01|||
simple|unilib:grass_wild_5|LOWLAND|COASTAL|glemr11_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|||0.01|||
schematic|unilib_glem_tree_beech_mature_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_beech_mature_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_beech_mature_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_cherry_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_cherry_blossom_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_maple_sugar_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_sakura_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_fir_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_4|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_5|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_14|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_15|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_16|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_15|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_16|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_17|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_beech_mature_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_beech_mature_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_beech_mature_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_maple_sugar_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_oak_13|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_oak_red_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_beech_mature_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_large_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_maple_sugar_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
schematic|unilib_glem_tree_beech_mature_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
schematic|unilib_glem_tree_beech_mature_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
schematic|unilib_glem_tree_maple_sugar_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
schematic|unilib_glem_tree_spruce_7|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_spruce_mature_16|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_spruce_mature_17|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_fir_douglas_coast_14|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_15|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_16|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.012|||
schematic|unilib_glem_tree_spruce_mature_15|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.012|||
schematic|unilib_glem_tree_maple_sugar_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_maple_sugar_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.01|||
schematic|unilib_glem_tree_beech_mature_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.014|||
schematic|unilib_glem_tree_beech_mature_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.014|||
schematic|unilib_glem_tree_beech_mature_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.014|||
schematic|unilib_glem_tree_beech_mature_large_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_litter_coniferous|||0.014|||
schematic|unilib_glem_tree_maple_sugar_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_oak_13|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_oak_red_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_turf_cool_humid_shelf|||0.008|||
schematic|unilib_glem_tree_beech_mature_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_beech_mature_large_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.008|||
schematic|unilib_glem_tree_maple_sugar_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.01|||
schematic|unilib_glem_tree_maple_sugar_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_litter_coniferous|||0.014|||
schematic|unilib_glem_tree_poplar_small_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_poplar_small_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_poplar_small_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_poplar_small_4|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_poplar_small_5|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_willow_large_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_willow_large_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_willow_large_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|||0.015|||
schematic|unilib_glem_tree_fir_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_4|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_5|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_14|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_15|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_fir_douglas_coast_16|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_15|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_16|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
schematic|unilib_glem_tree_spruce_mature_17|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_litter_coniferous|||0.012|||
simple|unilib:fern_broad_leaf|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_broad_leaf_young|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_lady|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_lady_small|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:mushroom_brown|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:mushroom_red|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_broad_leaf|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_brown|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_red|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_broad_leaf_young|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_lady|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_lady_small|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:mushroom_brown|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:mushroom_red|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:fern_broad_leaf|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:fern_broad_leaf_young|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:fern_lady_small|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_brown|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:mushroom_red|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|||0.01|||
simple|unilib:grass_wild_1|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:grass_wild_2|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:grass_wild_3|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.01|||
simple|unilib:grass_wild_4|SHELF|LOWLAND|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|||0.01|||
